연도,리그,지역,게임횟수,홈게임횟수,승리횟수,패배횟수,득점횟수,타석횟수,안타횟수,2루타횟수,3루타횟수,홈런횟수,타자_볼넷횟수,타자_삼진횟수,도루성공횟수,도루실패횟수,총_실점수,자책점수,평균자책점수,완투_횟수,완봉_횟수,세이브_횟수,소화한 아웃 수,피안타_횟수,피홈런_횟수,볼넷허용_횟수,투수_삼진횟수,실책횟수,병살횟수,수비율,승률,포스트시즌_진출여부,도루시도횟수,도루실패율
2007,NL,E,113,56,62,51,624,3981,1090,228,28,149,448,843,96,13,574,536,4.73,3,3,29,3062,1088,138,390,735,62,113,0.986,0.5493827160493827,1,109,0.12101910828025478
2007,NL,C,113,56,47,65,506,3898,1024,225,21,103,324,794,47,21,592,555,4.93,2,3,22,3040,1138,121,362,697,58,133,0.986,0.41975308641975306,0,68,0.30612244897959184
2007,NL,W,114,56,62,51,518,3928,985,225,21,119,389,860,38,16,466,427,3.7,0,14,31,3117,984,83,331,795,64,102,0.985,0.5460122699386503,0,55,0.3037974683544304
2007,AL,W,113,57,61,51,555,3978,1140,198,15,107,272,602,56,21,569,527,4.73,4,8,30,3012,1104,102,382,714,62,116,0.985,0.5432098765432098,0,77,0.2702702702702703
2007,NL,W,113,56,49,63,478,3876,984,186,25,91,372,634,83,23,503,473,4.19,3,7,25,3052,1009,93,415,739,61,103,0.986,0.4382716049382716,0,106,0.21710526315789475
2007,NL,C,113,56,54,58,507,3870,1059,195,9,98,354,636,39,23,580,518,4.65,1,5,23,3014,1059,117,356,661,84,108,0.98,0.48148148148148145,0,62,0.3707865168539326
2007,AL,E,113,56,46,67,547,3915,1050,203,25,130,381,926,91,32,660,615,5.53,1,1,19,3002,1154,139,397,835,81,108,0.98,0.4074074074074074,0,124,0.2681564245810056
2007,AL,W,113,56,52,60,571,3888,1021,208,25,125,352,856,61,17,590,528,4.75,0,4,29,3003,1067,108,467,683,86,125,0.98,0.46296296296296297,0,79,0.22123893805309736
2007,AL,E,113,56,58,55,527,3875,1003,240,16,115,373,730,39,14,489,450,4.0,7,6,30,3042,968,109,335,746,71,112,0.984,0.5123456790123457,0,54,0.27848101265822783
2007,NL,E,113,56,51,62,471,3863,990,216,21,86,366,789,48,16,548,515,4.58,0,4,32,3038,1051,130,406,651,76,107,0.982,0.4506172839506173,0,64,0.25
2008,NL,W,113,56,57,56,503,3786,948,222,32,111,410,900,40,15,494,444,3.98,4,6,27,3012,982,102,315,860,79,95,0.981,0.5061728395061729,0,56,0.2839506172839506
2008,NL,E,113,56,50,62,527,3922,1059,221,23,91,432,716,40,18,544,499,4.46,1,4,18,3025,1007,109,410,753,74,104,0.983,0.4444444444444444,0,59,0.3176470588235294
2008,AL,E,112,56,47,65,547,3891,1040,225,21,120,373,693,56,25,608,567,5.13,2,2,24,2986,1076,128,480,645,70,114,0.983,0.422360248447205,0,82,0.3135593220338983
2008,AL,E,113,56,66,46,591,3917,1095,247,23,121,452,747,84,24,485,451,4.01,3,11,32,3037,958,102,383,829,59,104,0.986,0.5864197530864198,1,108,0.22580645161290322
2008,AL,C,114,57,62,51,567,3887,1020,207,9,164,378,711,46,23,510,460,4.06,2,7,23,3061,1029,109,322,802,75,108,0.983,0.5460122699386503,1,70,0.33663366336633666
2008,NL,C,112,56,67,44,598,3911,1086,230,14,128,445,830,60,23,469,436,3.87,1,5,30,3046,930,112,383,884,69,82,0.983,0.6024844720496895,1,84,0.2809917355371901
2008,NL,C,113,56,51,61,492,3825,945,188,16,130,392,787,59,32,560,510,4.55,1,4,23,3028,1079,140,389,858,79,109,0.981,0.4567901234567901,0,92,0.3560606060606061
2008,AL,C,113,56,56,56,563,3880,1018,237,15,119,392,849,53,20,532,497,4.45,7,9,21,3017,1071,118,310,690,65,127,0.985,0.5,0,74,0.27358490566037735
2008,NL,W,113,56,51,61,522,3889,1023,217,19,112,399,846,98,25,575,536,4.77,2,5,25,3036,1082,103,393,728,67,123,0.985,0.4567901234567901,0,124,0.20786516853932585
2008,AL,C,113,56,51,61,574,3948,1070,205,28,140,400,753,44,21,599,550,4.9,0,1,23,3034,1078,120,450,693,79,120,0.981,0.4567901234567901,0,65,0.32978723404255317
2008,NL,E,112,56,58,53,539,3849,977,211,19,145,380,959,53,18,536,494,4.43,1,5,25,3014,994,112,410,788,81,85,0.98,0.5217391304347826,0,72,0.2692307692307692
2008,NL,C,112,56,60,52,498,3815,1002,198,15,116,314,735,79,36,520,483,4.36,2,9,33,2993,1017,137,344,766,46,99,0.989,0.5341614906832298,0,116,0.3132530120481928
2008,AL,C,113,56,52,60,483,3925,1054,212,19,84,274,703,55,25,546,503,4.48,1,5,30,3035,1031,111,360,759,67,111,0.984,0.46296296296296297,0,81,0.3247863247863248
2008,AL,W,113,56,70,43,535,3877,1040,191,17,111,336,690,90,33,487,450,3.99,4,7,46,3047,1018,112,319,774,63,111,0.985,0.6172839506172839,1,123,0.2711864406779661
2008,NL,W,113,56,58,54,489,3854,1018,189,20,95,380,722,88,30,453,413,3.68,3,7,24,3039,966,86,336,843,70,96,0.984,0.5185185185185185,1,118,0.25443786982248523
2008,NL,C,113,56,62,50,525,3874,978,226,24,138,385,842,75,26,482,436,3.85,8,7,31,3056,990,122,369,777,70,112,0.984,0.5555555555555556,1,102,0.2602739726027397
2008,AL,C,114,56,61,52,580,3948,1100,208,34,77,370,685,71,29,521,472,4.16,3,7,29,3063,1097,128,284,696,75,117,0.982,0.5398773006134969,0,100,0.2916666666666667
2008,AL,E,113,56,62,51,552,3900,1058,202,14,125,374,710,82,27,508,479,4.28,0,7,29,3027,1034,100,342,798,58,98,0.986,0.5493827160493827,0,109,0.2484076433121019
2008,NL,E,113,56,62,51,559,3924,1043,191,26,120,433,716,96,25,500,463,4.07,3,8,30,3075,990,114,413,826,58,88,0.986,0.5493827160493827,0,121,0.20689655172413793
2008,AL,W,112,56,52,60,452,3815,922,189,16,87,401,858,61,14,482,448,4.01,2,4,23,3013,954,94,403,742,68,118,0.984,0.4658385093167702,0,76,0.1926605504587156
2008,NL,E,113,56,64,49,559,3856,984,203,25,149,410,781,95,17,475,437,3.88,2,7,32,3044,1010,112,373,756,62,99,0.985,0.5679012345679012,1,112,0.15527950310559005
2008,NL,C,113,56,46,66,514,3939,1017,219,14,107,331,727,39,13,618,575,5.08,2,4,23,3055,1141,123,459,674,74,125,0.983,0.41358024691358025,0,53,0.25
2008,NL,W,113,56,44,69,445,3897,972,184,18,107,362,881,25,11,534,499,4.41,2,4,21,3062,1026,115,392,770,59,104,0.986,0.3888888888888889,0,36,0.32075471698113206
2008,AL,W,113,56,42,70,469,3950,1048,199,14,86,291,623,62,22,567,527,4.73,2,2,25,3014,1080,112,438,711,69,112,0.984,0.3765432098765432,0,85,0.26229508196721313
2008,NL,W,113,56,50,62,448,3880,1016,217,25,65,316,730,75,32,531,490,4.38,2,8,28,3028,991,102,456,868,67,90,0.983,0.4444444444444444,0,107,0.2987012987012987
2008,NL,C,113,56,60,53,545,3945,1109,198,18,121,403,689,51,22,507,473,4.19,1,4,29,3053,1061,114,347,669,59,109,0.986,0.5308641975308642,0,73,0.3047619047619048
2008,AL,E,113,56,67,45,541,3878,1010,198,25,125,438,856,99,35,469,432,3.82,4,8,36,3061,944,116,368,800,62,107,0.985,0.5987654320987654,1,134,0.2604166666666667
2008,AL,W,113,56,55,58,630,4009,1133,263,24,135,416,844,56,17,676,602,5.37,4,5,25,3028,1152,123,437,674,92,133,0.978,0.4876543209876543,0,74,0.2358490566037736
2008,AL,E,113,56,60,53,499,3852,1017,212,22,88,364,656,56,18,427,392,3.49,10,9,30,3038,930,93,326,828,58,95,0.986,0.5308641975308642,0,74,0.2523364485981308
2008,NL,E,112,56,41,71,448,3843,963,188,18,81,373,766,56,30,577,519,4.66,1,5,19,3011,1047,133,411,744,86,100,0.98,0.36645962732919257,0,86,0.3467741935483871
2009,NL,W,113,56,49,64,503,3895,985,214,31,121,399,908,71,28,547,497,4.42,2,8,25,3040,1029,117,367,810,86,93,0.98,0.43209876543209874,0,99,0.28169014084507044
2009,NL,E,113,56,60,53,514,3877,1021,210,14,104,421,744,40,18,448,406,3.57,2,7,26,3071,979,83,371,862,67,111,0.985,0.5308641975308642,0,58,0.30952380952380953
2009,AL,E,113,56,44,68,518,3932,1055,214,13,112,361,709,53,25,613,571,5.15,1,2,21,3000,1143,152,382,653,62,105,0.985,0.3950617283950617,0,79,0.3274336283185841
2009,AL,E,113,56,66,46,610,3880,1046,234,17,148,461,784,88,27,515,486,4.35,5,7,28,3017,1045,116,371,861,57,84,0.986,0.5864197530864198,1,115,0.23636363636363636
2009,AL,C,113,56,55,58,506,3824,986,172,14,128,373,715,79,34,512,464,4.14,2,7,25,3023,1006,118,354,783,79,110,0.981,0.4876543209876543,0,113,0.30246913580246915
2009,NL,C,112,56,58,54,494,3840,978,205,20,112,414,829,39,23,470,431,3.84,2,5,28,3035,930,112,410,890,73,100,0.983,0.515527950310559,0,62,0.37777777777777777
2009,NL,C,113,56,54,58,471,3823,944,196,17,110,371,790,67,28,506,473,4.18,4,8,28,3062,993,131,403,748,62,112,0.985,0.48148148148148145,0,95,0.29411764705882354
2009,AL,C,113,56,45,67,541,3897,1027,219,19,112,407,847,58,21,605,564,5.06,3,4,17,3011,1099,128,418,690,67,118,0.984,0.4012345679012346,0,80,0.26956521739130435
2009,NL,W,113,56,64,49,562,3778,985,210,35,133,461,893,74,38,500,472,4.22,3,4,31,3020,998,98,369,807,60,102,0.986,0.5679012345679012,1,112,0.3416149068322981
2009,AL,C,114,56,60,53,520,3877,1010,171,24,128,378,779,50,23,521,482,4.29,2,6,29,3038,1014,127,415,771,61,114,0.985,0.5276073619631901,0,73,0.3142857142857143
2009,NL,E,113,56,60,52,540,3900,1045,207,17,111,397,858,52,23,536,482,4.29,3,3,31,3037,997,112,420,873,74,90,0.982,0.5370370370370371,0,76,0.3181818181818182
2009,NL,C,113,56,51,61,450,3805,990,189,22,99,313,693,79,30,539,505,4.54,3,7,27,3003,1064,123,382,800,54,112,0.987,0.4567901234567901,0,109,0.2802547770700637
2009,AL,C,113,56,45,67,480,3872,1002,193,35,100,319,763,61,20,589,535,4.83,7,6,23,2994,1040,116,420,807,81,111,0.98,0.4012345679012346,0,81,0.24786324786324787
2009,AL,W,113,56,67,45,618,3935,1122,205,23,121,382,737,103,44,532,500,4.45,6,9,35,3034,1059,125,366,743,59,121,0.986,0.5987654320987654,1,147,0.2985781990521327
2009,NL,W,113,56,66,46,546,3914,1057,194,27,101,424,747,81,33,427,390,3.41,0,6,30,3094,885,88,408,890,58,93,0.986,0.5864197530864198,1,114,0.2926829268292683
2009,NL,C,113,56,56,57,549,3856,1012,196,25,127,427,861,47,25,572,539,4.83,0,5,30,3013,1048,144,424,772,68,104,0.984,0.49382716049382713,0,73,0.3523809523809524
2009,AL,C,114,57,60,53,571,3925,1077,189,28,120,409,714,59,22,535,508,4.5,2,4,33,3051,1079,129,326,736,53,94,0.987,0.5337423312883436,1,81,0.27350427350427353
2009,AL,E,113,56,72,41,640,3961,1122,227,14,170,464,709,77,19,527,480,4.26,2,5,35,3045,970,126,401,882,60,91,0.985,0.6358024691358025,1,97,0.2014388489208633
2009,NL,E,113,56,49,64,469,3817,1030,206,34,66,368,649,85,30,529,493,4.45,2,8,27,2994,1016,110,431,721,67,93,0.984,0.43209876543209874,0,116,0.26506024096385544
2009,AL,W,113,56,52,60,531,3908,1024,214,14,94,368,732,93,33,532,479,4.26,1,7,26,3039,1040,109,366,786,73,108,0.983,0.46296296296296297,0,126,0.26519337016574585
2009,NL,E,113,56,65,48,574,3904,1007,218,24,156,412,808,83,19,496,471,4.16,5,6,30,3056,1035,132,342,807,53,92,0.987,0.5740740740740741,1,102,0.19047619047619047
2009,NL,C,112,56,43,69,445,3791,954,202,23,87,349,799,62,22,537,506,4.59,3,4,19,2978,1043,106,394,643,51,119,0.988,0.38509316770186336,0,85,0.26229508196721313
2009,NL,W,113,56,52,60,446,3797,920,185,21,98,410,827,57,20,538,492,4.37,1,6,31,3046,995,116,422,830,65,102,0.984,0.46296296296296297,0,77,0.26126126126126126
2009,AL,W,113,56,59,53,448,3880,1000,196,13,112,294,765,62,23,484,437,3.87,2,7,34,3050,951,120,373,730,73,105,0.982,0.5246913580246914,0,85,0.27049180327868855
2009,NL,W,113,56,61,51,459,3845,987,192,30,85,274,810,54,18,427,399,3.55,7,12,28,3036,887,98,408,911,61,96,0.985,0.5432098765432098,0,73,0.2641509433962264
2009,NL,C,113,56,63,49,510,3825,1005,205,20,112,369,728,52,21,448,410,3.66,5,7,30,3025,984,86,322,734,67,116,0.985,0.5617283950617284,1,74,0.29245283018867924
2009,AL,E,113,56,58,54,562,3823,1003,207,25,139,449,860,135,42,527,480,4.33,2,3,28,2997,994,128,360,787,68,94,0.983,0.5185185185185185,0,178,0.23921568627450981
2009,AL,W,113,56,60,52,548,3868,1005,207,18,156,330,877,104,25,518,488,4.38,5,7,31,3012,1002,119,371,711,74,117,0.982,0.5370370370370371,0,129,0.1945945945945946
2009,AL,E,113,56,52,60,558,3987,1061,237,9,146,383,719,51,16,539,503,4.47,7,7,17,3047,1056,126,385,826,53,117,0.988,0.46296296296296297,0,67,0.23958333333333334
2009,NL,E,113,56,41,72,496,3845,991,189,26,109,431,845,51,28,611,553,5.0,4,2,23,2991,1073,121,440,637,100,108,0.977,0.36419753086419754,0,79,0.35398230088495575
2010,NL,W,113,56,45,67,499,3831,956,210,23,125,412,1070,60,28,585,535,4.81,2,2,24,3007,1052,147,383,749,71,106,0.983,0.4012345679012346,0,88,0.3228346456692913
2010,NL,E,113,56,63,49,516,3824,987,218,17,97,443,798,44,20,440,398,3.56,1,6,28,3022,928,88,353,868,88,116,0.98,0.5617283950617284,1,64,0.31521739130434784
2010,AL,E,113,56,46,67,429,3887,1007,184,14,93,296,739,53,23,549,513,4.59,2,4,24,3016,1055,130,364,704,73,98,0.982,0.4074074074074074,0,77,0.3090909090909091
2010,AL,E,113,56,62,51,572,3952,1057,250,15,147,410,798,47,11,520,475,4.2,2,6,30,3059,981,106,406,844,77,92,0.982,0.5493827160493827,0,59,0.2
2010,AL,C,113,56,61,51,526,3838,1026,184,14,123,326,645,112,51,492,460,4.09,4,7,30,3037,1029,95,343,804,72,110,0.983,0.5432098765432098,0,163,0.3162393162393162
2010,NL,C,113,56,52,60,479,3858,989,208,18,104,335,865,38,21,536,467,4.18,0,9,28,3017,986,107,423,887,88,95,0.979,0.46296296296296297,0,60,0.36046511627906974
2010,NL,C,113,56,63,49,553,3905,1060,205,21,131,365,852,65,30,479,453,4.01,2,6,30,3051,982,110,366,791,50,99,0.988,0.5617283950617284,1,95,0.3161764705882353
2010,AL,C,113,56,48,65,452,3840,953,203,14,89,381,828,63,23,526,478,4.3,7,2,23,3009,1033,102,400,676,77,125,0.982,0.42592592592592593,0,86,0.2661290322580645
2010,NL,W,113,56,58,55,539,3870,1016,189,37,121,409,891,69,28,501,464,4.14,4,8,24,3028,983,97,367,863,70,127,0.984,0.5123456790123457,0,98,0.29285714285714287
2010,AL,C,113,56,56,56,525,3950,1060,215,22,106,382,802,48,21,520,482,4.3,4,3,22,3033,1011,99,375,739,76,119,0.982,0.5,0,69,0.30303030303030304
2010,NL,E,113,56,56,57,503,3871,982,205,25,106,359,962,64,18,501,456,4.08,3,11,27,3020,1003,93,384,817,86,91,0.979,0.49382716049382713,0,82,0.22033898305084745
2010,NL,C,113,56,53,60,427,3816,943,176,17,75,290,717,70,25,510,457,4.09,2,7,31,3022,1012,98,383,847,72,94,0.983,0.4691358024691358,0,95,0.2647058823529412
2010,AL,C,113,56,46,66,473,3922,1073,195,21,84,329,633,80,35,591,555,4.97,4,2,30,3017,1087,123,385,724,84,96,0.98,0.41358024691358025,0,115,0.30303030303030304
2010,AL,W,113,56,56,57,476,3841,954,193,13,108,326,749,72,35,491,455,4.04,7,6,27,3043,995,103,395,791,79,81,0.981,0.49382716049382713,0,108,0.3333333333333333
2010,NL,W,113,56,56,57,466,3798,957,189,20,84,373,828,64,35,484,450,4.01,2,11,28,3027,926,93,377,891,68,86,0.984,0.49382716049382713,0,99,0.352112676056338
2010,NL,C,113,56,53,59,525,3924,1029,205,23,127,382,851,56,18,562,513,4.58,2,4,24,3021,1040,121,407,880,70,99,0.983,0.47530864197530864,0,74,0.24299065420560748
2010,AL,C,113,56,65,47,546,3897,1064,222,28,99,391,676,47,19,469,446,3.95,6,9,28,3050,1045,108,268,733,54,105,0.987,0.5802469135802469,1,67,0.2916666666666667
2010,AL,E,113,56,66,46,601,3896,1039,192,22,140,463,795,72,21,485,455,4.06,2,5,27,3028,944,125,378,807,48,112,0.988,0.5864197530864198,1,93,0.22556390977443608
2010,NL,E,113,56,55,58,459,3825,952,186,28,89,351,766,91,30,456,417,3.7,5,13,25,3051,1006,94,381,774,60,111,0.986,0.4876543209876543,0,121,0.25287356321839083
2010,AL,W,113,56,56,56,464,3813,977,193,21,76,368,742,109,26,438,396,3.56,4,11,26,3006,920,107,358,749,69,102,0.984,0.5,0,135,0.1958762886597938
2010,NL,E,113,58,67,45,540,3906,1015,203,23,116,392,744,75,14,448,415,3.67,9,14,28,3058,981,117,291,828,58,110,0.986,0.5987654320987654,1,90,0.16279069767441862
2010,NL,C,113,56,39,73,410,3770,912,193,18,88,324,844,60,25,606,548,5.0,0,4,21,2964,1096,116,376,718,88,84,0.979,0.35185185185185186,0,86,0.2926829268292683
2010,NL,W,113,56,62,50,465,3803,936,165,16,92,376,828,86,35,406,384,3.39,1,14,34,3058,913,97,361,906,50,98,0.988,0.5555555555555556,0,121,0.28735632183908044
2010,AL,W,113,56,42,70,359,3786,891,158,11,70,321,828,99,27,488,439,3.93,7,7,26,3019,981,109,316,681,77,101,0.982,0.3765432098765432,0,126,0.2154696132596685
2010,NL,W,113,56,64,49,487,3841,987,198,21,113,340,769,38,22,408,382,3.36,4,11,39,3068,895,93,404,931,51,77,0.988,0.5679012345679012,1,60,0.367816091954023
2010,NL,C,113,56,60,53,515,3879,1019,199,12,105,378,718,55,28,448,403,3.57,4,11,22,3052,988,93,333,765,69,120,0.984,0.5308641975308642,0,84,0.3416666666666667
2010,AL,E,113,56,67,46,561,3807,940,206,25,112,470,904,120,32,454,427,3.78,4,8,35,3052,942,122,334,832,59,93,0.986,0.5925925925925926,1,153,0.2146118721461187
2010,AL,W,113,56,62,50,550,3944,1089,187,17,113,357,690,86,33,480,445,3.93,4,5,32,3056,948,113,385,826,73,93,0.982,0.5555555555555556,1,119,0.2807017543859649
2010,AL,E,113,54,59,53,528,3846,954,223,14,179,329,814,40,14,509,473,4.22,3,7,31,3025,984,105,377,828,64,120,0.985,0.5246913580246914,0,54,0.2564102564102564
2010,NL,E,113,56,48,65,458,3792,948,175,21,104,352,854,77,28,519,460,4.13,1,3,25,3013,1028,105,358,747,88,103,0.979,0.42592592592592593,0,105,0.271523178807947
2011,NL,W,113,56,65,47,511,3794,949,205,25,120,371,874,93,38,463,426,3.8,3,8,40,3031,989,111,309,740,62,91,0.985,0.5802469135802469,1,131,0.2925531914893617
2011,NL,E,113,56,62,51,448,3869,941,170,11,121,352,882,53,30,423,400,3.48,2,11,36,3107,932,87,364,932,58,91,0.987,0.5493827160493827,0,84,0.36363636363636365
2011,AL,E,113,56,48,65,495,3909,1003,191,9,133,316,784,56,17,602,550,4.89,2,4,22,3038,1097,147,374,730,77,111,0.982,0.42592592592592593,0,74,0.2358490566037736
2011,AL,E,113,56,62,50,612,3996,1120,246,24,142,404,775,71,29,515,475,4.2,1,9,25,3060,956,109,378,849,64,84,0.985,0.5555555555555556,0,100,0.2916666666666667
2011,AL,C,113,56,55,58,457,3851,970,176,11,107,332,692,56,36,494,465,4.1,4,9,29,3066,1024,102,307,854,55,90,0.987,0.4876543209876543,0,93,0.39552238805970147
2011,NL,C,113,56,49,63,457,3884,996,199,25,103,297,841,48,16,529,482,4.33,2,3,28,3012,1007,113,406,856,93,89,0.978,0.4382716049382716,0,64,0.25
2011,NL,C,113,56,55,58,514,3928,1006,184,13,128,374,875,67,34,503,474,4.16,2,3,27,3082,989,129,377,778,63,102,0.985,0.4876543209876543,0,102,0.3401360544217687
2011,AL,C,113,56,56,57,492,3856,965,203,18,107,345,888,62,29,532,478,4.23,1,2,26,3052,1037,107,324,716,77,91,0.982,0.49382716049382713,0,91,0.32061068702290074
2011,NL,W,113,56,51,62,514,3880,1000,191,28,114,388,840,82,29,541,499,4.43,3,4,28,3040,1029,123,365,782,68,109,0.984,0.4506172839506173,0,112,0.2625
2011,AL,C,113,56,66,46,550,3894,1078,207,23,118,364,800,34,14,497,452,4.04,2,9,36,3024,984,104,344,780,72,103,0.983,0.5864197530864198,1,48,0.2898550724637681
2011,NL,E,113,54,50,62,437,3855,950,191,21,104,379,870,66,28,491,448,3.95,4,7,28,3065,982,104,350,852,65,88,0.985,0.4444444444444444,0,95,0.3014705882352941
2011,NL,C,113,56,39,74,430,3918,1009,216,19,66,280,814,82,23,557,503,4.51,1,4,17,3013,1033,131,392,833,81,98,0.981,0.345679012345679,0,105,0.2185430463576159
2011,AL,C,113,56,49,63,510,3970,1092,227,28,90,309,704,107,40,533,501,4.44,1,4,25,3047,1040,114,389,756,66,104,0.985,0.4382716049382716,0,147,0.27488151658767773
2011,AL,W,113,56,60,53,466,3859,975,202,23,108,309,760,94,36,443,406,3.57,8,7,27,3076,971,99,333,740,65,109,0.985,0.5308641975308642,0,130,0.27807486631016043
2011,NL,W,112,56,57,55,450,3805,976,165,19,81,348,760,88,28,428,394,3.54,4,11,28,3007,900,92,354,885,59,84,0.986,0.5093167701863354,0,116,0.24096385542168675
2011,NL,C,113,56,67,46,504,3812,995,193,21,129,336,758,65,21,446,407,3.63,0,9,32,3027,943,102,308,879,77,91,0.982,0.5925925925925926,1,87,0.248
2011,AL,C,113,56,44,69,433,3840,949,181,17,72,308,733,64,27,562,506,4.58,4,5,22,2985,1094,112,336,658,83,107,0.98,0.3888888888888889,0,91,0.29770992366412213
2011,AL,E,113,56,67,45,606,3862,1016,186,23,155,438,796,102,32,459,423,3.73,3,5,32,3062,996,106,354,855,71,98,0.983,0.5987654320987654,1,135,0.23834196891191708
2011,NL,E,113,56,53,59,502,3919,1033,216,27,75,399,759,91,24,519,471,4.19,4,6,30,3040,1037,102,359,788,81,88,0.981,0.47530864197530864,0,115,0.21212121212121213
2011,AL,W,113,56,51,61,451,3816,930,196,20,79,356,765,81,30,475,417,3.71,4,8,27,3040,965,95,363,812,86,101,0.979,0.4567901234567901,0,112,0.26875
2011,NL,E,113,56,71,42,499,3905,986,180,26,107,377,716,67,16,370,346,3.02,12,14,32,3101,923,84,282,909,51,94,0.988,0.6296296296296297,1,84,0.2
2011,NL,C,113,56,50,62,427,3794,927,193,24,74,342,915,75,36,498,454,4.04,3,7,30,3043,1059,106,374,721,78,107,0.982,0.4444444444444444,0,112,0.325
2011,NL,W,113,56,49,63,415,3791,898,172,29,63,350,923,118,30,427,385,3.42,0,7,30,3043,926,87,364,797,65,97,0.985,0.4382716049382716,0,149,0.205607476635514
2011,AL,W,113,58,46,66,389,3794,884,177,15,76,304,896,87,28,472,434,3.9,8,7,27,3009,958,101,305,761,75,106,0.982,0.41358024691358025,0,115,0.24242424242424243
2011,NL,W,113,56,60,53,399,3840,928,197,16,84,313,785,59,35,404,365,3.2,2,8,36,3082,882,67,391,921,72,88,0.983,0.5308641975308642,0,95,0.375
2011,NL,C,113,56,62,50,533,3872,1059,215,15,113,379,684,39,27,484,425,3.74,4,6,32,3070,1022,95,313,768,81,116,0.982,0.5555555555555556,1,67,0.40625
2011,AL,E,113,56,63,49,494,3805,926,191,25,120,399,835,108,43,429,403,3.58,10,9,22,3042,884,112,352,800,51,96,0.988,0.5617283950617284,1,151,0.2857142857142857
2011,AL,W,113,56,67,46,598,3961,1119,217,22,147,332,651,100,31,473,424,3.79,7,13,26,3026,928,118,322,825,79,114,0.981,0.5925925925925926,1,131,0.2393617021276596
2011,AL,E,113,56,56,56,520,3891,968,199,23,130,367,828,91,36,532,489,4.32,4,7,23,3063,1003,125,378,818,77,103,0.982,0.5,0,128,0.28415300546448086
2011,NL,E,112,56,56,56,436,3808,923,179,15,107,329,926,74,26,450,403,3.58,2,7,34,3043,982,90,333,734,72,101,0.983,0.4968944099378882,0,100,0.2638888888888889
2012,NL,W,113,56,56,56,513,3823,991,214,23,115,377,886,65,35,481,438,3.93,2,6,27,3010,1002,108,291,840,62,102,0.985,0.5,0,100,0.3541666666666667
2012,NL,E,113,56,65,47,489,3797,938,184,21,104,396,902,70,22,420,384,3.42,3,11,32,3035,916,101,324,862,60,102,0.986,0.5802469135802469,1,93,0.24060150375939848
2012,AL,E,113,56,65,48,498,3891,962,189,11,149,336,920,40,19,493,449,3.9,0,7,38,3114,1003,128,336,823,74,105,0.983,0.5740740740740741,1,60,0.3333333333333333
2012,AL,E,113,56,48,65,513,3922,1021,237,11,115,299,837,67,21,564,527,4.7,4,2,24,3030,1014,133,370,823,70,111,0.983,0.42592592592592593,0,89,0.2421875
2012,AL,C,113,56,59,53,523,3862,986,159,20,147,322,842,76,30,473,452,4.02,4,7,25,3035,955,130,352,872,49,107,0.988,0.5246913580246914,0,106,0.28289473684210525
2012,NL,C,113,56,42,70,429,3787,907,185,25,95,312,864,65,31,531,495,4.51,0,6,19,2968,979,122,401,789,73,103,0.982,0.3765432098765432,0,97,0.3237410071942446
2012,NL,C,113,56,67,45,468,3833,963,207,21,120,336,886,60,18,411,378,3.34,6,8,39,3051,949,106,298,873,62,79,0.985,0.5987654320987654,1,79,0.23684210526315788
2012,AL,C,113,56,47,65,466,3867,969,186,16,95,388,760,77,30,591,536,4.78,1,4,30,3028,1052,121,380,760,67,109,0.984,0.41975308641975306,0,107,0.2857142857142857
2012,NL,W,113,56,44,68,530,3903,1068,214,36,116,315,849,70,28,623,576,5.22,0,4,25,2986,1145,138,396,800,85,97,0.98,0.3950617283950617,0,98,0.2857142857142857
2012,AL,C,113,56,61,51,508,3833,1026,195,27,114,357,772,41,16,468,417,3.75,6,5,28,3004,986,105,306,922,69,88,0.983,0.5432098765432098,1,57,0.2804878048780488
2012,NL,C,113,56,38,74,408,3784,893,166,19,102,324,955,73,32,555,504,4.56,2,7,21,2989,1045,121,378,819,82,92,0.981,0.3395061728395062,0,105,0.304635761589404
2012,AL,C,113,56,50,62,473,3945,1044,206,25,91,282,722,92,26,522,485,4.3,1,8,30,3047,1052,114,379,823,79,119,0.981,0.4444444444444444,0,118,0.2235294117647059
2012,AL,W,113,56,62,51,536,3875,1062,191,15,130,314,779,93,23,489,448,4.02,4,11,26,3010,937,130,338,809,68,98,0.984,0.5493827160493827,0,116,0.19760479041916168
2012,NL,W,113,56,60,53,445,3806,958,188,16,81,336,809,72,30,417,376,3.34,1,7,28,3044,893,85,377,893,68,96,0.984,0.5308641975308642,0,103,0.2972972972972973
2012,NL,E,113,56,48,65,426,3805,928,182,27,95,338,859,104,28,506,458,4.09,3,4,26,3025,1013,93,346,779,72,107,0.983,0.42592592592592593,0,133,0.21578947368421053
2012,NL,C,113,56,58,55,543,3889,1009,210,27,141,326,868,110,27,513,477,4.22,0,6,30,3052,1020,118,367,981,69,93,0.983,0.5123456790123457,0,137,0.19796954314720813
2012,AL,C,113,56,46,67,490,3893,1013,189,21,91,353,748,94,25,582,533,4.77,2,4,24,3021,1075,138,325,660,74,131,0.983,0.4074074074074074,0,120,0.21511627906976744
2012,AL,E,113,56,66,46,562,3866,1023,196,9,171,395,823,65,18,467,431,3.84,4,6,35,3035,980,133,301,922,52,94,0.987,0.5864197530864198,1,84,0.225
