연도,리그,지역,게임횟수,홈게임횟수,승리횟수,패배횟수,득점횟수,타석횟수,안타횟수,2루타횟수,3루타횟수,홈런횟수,타자_볼넷횟수,타자_삼진횟수,도루성공횟수,도루실패횟수,총_실점수,자책점수,평균자책점수,완투_횟수,완봉_횟수,세이브_횟수,소화한 아웃 수,피안타_횟수,피홈런_횟수,볼넷허용_횟수,투수_삼진횟수,실책횟수,병살횟수,수비율,승률,포스트시즌_진출여부,도루시도횟수,도루실패율
1945,NL,X,108,54,66,41,529,3840,1048,179,30,44,360,341,38,30,408,354,3.24,53,12,6,2956,945,49,347,357,95,105,0.97,0.6168831168831169,0,69,0.44613031946998305
1945,AL,X,109,54,60,46,435,3728,962,137,44,18,381,342,77,45,393,320,2.92,57,13,7,2965,914,29,308,385,128,86,0.97,0.564935064935065,0,122,0.37142857142857144
1946,AL,X,109,54,72,35,554,3722,1008,187,35,76,480,462,31,25,415,366,3.38,55,10,14,2931,951,62,350,466,97,115,0.97,0.6753246753246753,1,56,0.4444444444444444
1946,NL,X,109,55,67,42,490,3699,963,163,46,38,483,402,70,58,399,336,3.05,36,9,19,2977,896,40,469,452,121,107,0.97,0.6153846153846154,0,128,0.45747392263686537
1946,NL,X,107,53,56,50,441,3657,963,166,33,30,390,327,42,35,414,357,3.35,51,7,8,2879,903,53,334,396,118,90,0.97,0.5294117647058824,0,77,0.45747392263686537
1946,AL,X,108,55,51,56,393,3718,954,144,30,25,350,420,54,44,416,335,3.1,43,6,11,2923,943,56,355,385,121,118,0.97,0.4805194805194805,0,99,0.4507042253521127
1946,NL,X,108,53,57,49,438,3708,940,156,35,39,410,419,30,25,406,350,3.24,41,10,7,2925,958,40,368,433,102,83,0.97,0.5359477124183006,0,55,0.45747392263686537
1946,NL,X,109,53,46,60,366,3703,883,144,23,45,345,422,57,48,399,338,3.08,48,11,7,2967,933,49,326,354,106,134,0.97,0.43506493506493504,0,105,0.45747392263686537
1946,AL,X,109,53,47,60,375,3669,899,163,39,55,354,487,39,34,446,390,3.62,44,11,9,2914,897,58,454,552,102,102,0.97,0.44155844155844154,0,74,0.46226415094339623
1946,AL,X,108,55,64,43,492,3722,961,148,28,75,435,431,45,28,396,351,3.22,65,12,10,2944,893,67,347,627,108,96,0.97,0.5974025974025974,0,74,0.3867924528301887
1946,NL,X,107,53,42,65,428,3633,928,123,25,84,372,382,32,26,479,412,3.92,32,5,9,2841,919,79,461,406,111,84,0.97,0.3961038961038961,0,58,0.45747392263686537
1946,AL,X,107,53,60,46,478,3597,892,145,35,95,438,494,33,24,382,331,3.13,47,11,11,2858,862,46,386,457,102,121,0.97,0.564935064935065,0,58,0.42168674698795183
1946,AL,X,108,54,34,73,370,3639,921,154,35,28,337,415,27,20,475,407,3.9,42,7,3,2818,959,58,403,393,116,98,0.97,0.3181818181818182,0,47,0.43478260869565216
1946,NL,X,108,54,48,59,392,3663,945,146,28,56,291,413,28,23,493,424,3.99,38,7,16,2874,1009,51,379,343,102,100,0.97,0.44805194805194803,0,52,0.45747392263686537
1946,NL,X,108,54,44,63,386,3639,909,141,36,42,414,388,33,28,467,396,3.72,42,7,4,2877,984,35,392,320,128,88,0.97,0.4090909090909091,0,61,0.45747392263686537
1946,AL,X,109,53,46,61,434,3761,944,154,32,58,325,499,16,24,496,424,3.95,44,9,8,2902,1025,51,401,401,111,109,0.97,0.42857142857142855,0,40,0.603448275862069
1946,NL,X,109,54,68,40,498,3760,998,185,39,56,371,375,40,33,381,326,3.01,52,12,10,2933,928,44,345,424,86,116,0.98,0.6282051282051282,1,74,0.45747392263686537
1946,AL,X,108,53,53,54,425,3735,971,182,44,42,357,448,35,35,494,406,3.74,49,5,7,2931,1021,56,382,375,147,113,0.96,0.4935064935064935,0,70,0.49504950495049505
1947,AL,X,109,56,58,49,503,3725,988,144,37,72,466,413,28,24,468,412,3.81,44,9,13,2921,968,58,402,410,95,120,0.97,0.538961038961039,0,53,0.4605263157894737
1947,NL,X,108,54,65,42,541,3674,999,168,35,58,512,392,61,51,467,408,3.82,32,9,23,2887,909,72,438,414,90,114,0.97,0.6103896103896104,1,113,0.45747392263686537
1947,NL,X,107,53,60,47,490,3677,1010,185,29,59,390,350,40,33,435,383,3.62,51,9,9,2860,939,65,317,345,107,86,0.97,0.5584415584415584,0,74,0.45747392263686537
1947,AL,X,108,52,49,58,387,3691,944,147,28,37,344,368,63,39,462,394,3.64,32,7,18,2921,968,53,422,365,108,125,0.97,0.45454545454545453,0,103,0.38513513513513514
1947,NL,X,108,55,48,59,396,3713,961,161,33,49,329,404,15,12,505,429,4.04,32,5,10,2870,1014,74,432,399,105,111,0.97,0.44805194805194803,0,28,0.45747392263686537
1947,NL,X,107,53,51,56,476,3709,960,169,30,66,377,371,32,26,528,468,4.41,37,9,9,2866,1009,71,412,443,95,93,0.97,0.474025974025974,0,58,0.45747392263686537
1947,AL,X,109,54,56,51,480,3756,974,163,35,78,351,426,20,17,411,375,3.44,38,9,20,2944,870,65,439,413,72,124,0.98,0.5194805194805194,0,37,0.46296296296296297
1947,AL,X,110,56,59,48,499,3693,954,163,29,72,533,395,36,42,449,388,3.57,53,10,12,2935,967,55,371,453,108,99,0.97,0.551948051948052,0,78,0.5357142857142857
1947,NL,X,108,53,56,51,581,3740,1012,154,33,154,345,397,20,16,532,470,4.44,40,4,9,2862,999,85,413,387,108,95,0.97,0.525974025974026,0,37,0.45747392263686537
1947,AL,X,108,53,67,39,555,3715,1007,161,50,80,427,406,18,16,397,362,3.39,51,9,14,2885,854,66,439,483,76,105,0.98,0.6298701298701299,1,35,0.46
1947,AL,X,109,54,54,53,443,3638,917,152,36,42,423,394,25,23,429,379,3.51,49,8,10,2921,903,59,417,345,100,112,0.97,0.5064935064935064,0,49,0.4714285714285714
1947,NL,X,108,53,43,64,412,3679,947,147,36,42,324,415,42,35,480,419,3.96,49,5,9,2860,979,68,359,359,106,98,0.97,0.4025974025974026,0,77,0.45747392263686537
1947,NL,X,109,55,43,64,520,3714,969,151,30,109,424,480,21,17,571,499,4.68,30,6,9,2885,1041,108,414,371,104,91,0.97,0.4025974025974026,0,38,0.45747392263686537
1947,AL,X,107,53,41,66,394,3601,866,132,36,62,408,464,48,34,520,459,4.33,35,4,9,2866,998,72,422,386,93,118,0.97,0.38311688311688313,0,82,0.4152542372881356
1947,NL,X,109,53,62,45,546,3795,1023,164,45,80,428,357,19,16,443,383,3.53,45,8,14,2933,991,74,346,449,88,118,0.97,0.577922077922078,0,35,0.45747392263686537
1947,AL,X,107,53,44,62,347,3578,863,130,33,29,367,373,37,35,472,420,3.97,46,10,8,2860,985,44,405,385,99,105,0.97,0.4155844155844156,0,72,0.49038461538461536
1948,AL,X,108,54,67,41,634,3754,1029,193,28,84,576,386,26,11,503,457,4.26,49,7,9,2895,1011,58,414,359,81,121,0.98,0.6193548387096774,0,38,0.3090909090909091
1948,NL,X,108,54,58,49,520,3729,975,179,37,63,420,478,79,67,466,406,3.75,36,6,15,2923,929,83,443,468,112,105,0.97,0.5454545454545454,0,147,0.45747392263686537
1948,NL,X,107,53,63,43,517,3707,1020,190,34,66,469,375,30,25,408,364,3.37,49,7,11,2916,947,65,301,405,100,92,0.97,0.5947712418300654,1,55,0.45747392263686537
1948,AL,X,107,53,35,70,391,3634,912,120,27,38,416,369,32,32,569,511,4.89,24,1,16,2824,1017,62,471,282,107,123,0.97,0.3355263157894737,0,65,0.5053763440860215
1948,NL,X,108,54,44,62,417,3746,981,157,30,60,310,404,27,22,494,421,4.0,35,4,7,2845,948,62,433,445,120,106,0.97,0.4155844155844156,0,49,0.45747392263686537
1948,NL,X,107,53,44,62,411,3588,886,154,25,72,334,410,29,24,526,466,4.47,28,5,14,2820,986,72,400,419,107,94,0.97,0.41830065359477125,0,53,0.45747392263686537
1948,AL,X,109,55,67,40,588,3812,1073,169,37,108,452,402,37,30,397,352,3.22,46,18,21,2958,872,57,439,416,79,128,0.98,0.6258064516129033,1,68,0.4489795918367347
1948,AL,X,107,53,54,53,489,3664,977,153,40,54,469,352,15,21,508,444,4.15,42,3,15,2891,956,64,412,474,108,100,0.97,0.5064935064935064,0,37,0.5925925925925926
1948,NL,X,108,53,54,53,546,3693,946,147,34,114,419,453,35,30,492,420,3.93,37,10,14,2883,997,85,389,368,109,93,0.97,0.5064935064935064,0,65,0.45747392263686537
1948,AL,X,107,53,65,42,599,3726,1036,175,52,97,436,334,16,16,443,398,3.75,43,11,16,2866,902,65,448,457,84,112,0.97,0.6103896103896104,0,33,0.5
1948,AL,X,107,53,58,49,510,3626,941,161,32,47,508,366,28,22,514,471,4.43,51,4,12,2872,1019,60,446,340,79,125,0.98,0.5454545454545454,0,50,0.4444444444444444
1948,NL,X,108,53,46,61,413,3700,956,158,27,63,308,418,47,39,510,431,4.08,42,4,10,2860,969,66,389,385,147,88,0.96,0.42857142857142855,0,87,0.45747392263686537
1948,NL,X,109,56,58,49,494,3700,971,133,37,75,406,404,47,39,489,442,4.15,45,3,13,2879,961,84,394,380,94,105,0.97,0.538961038961039,0,87,0.45747392263686537
1948,AL,X,108,53,41,65,469,3712,1006,175,43,44,404,400,44,30,594,534,5.01,24,2,14,2883,1059,72,515,371,117,133,0.97,0.38562091503267976,0,74,0.411214953271028
1948,NL,X,108,53,59,48,519,3711,977,166,40,73,415,364,16,14,452,415,3.91,42,9,12,2872,974,72,333,437,82,96,0.98,0.551948051948052,0,30,0.45747392263686537
1948,AL,X,107,54,39,67,404,3577,871,142,52,21,397,400,53,33,557,490,4.65,29,2,15,2849,1007,56,513,312,107,100,0.97,0.3660130718954248,0,86,0.3870967741935484
1949,AL,X,108,53,67,40,627,3723,1050,190,25,91,584,357,30,17,466,424,3.97,58,11,11,2891,962,57,462,418,84,144,0.98,0.6233766233766234,0,47,0.36764705882352944
1949,NL,X,109,54,67,39,615,3779,1033,165,32,106,446,399,81,62,455,415,3.8,43,10,11,2956,914,92,407,520,86,113,0.97,0.6298701298701299,1,144,0.4362110234305685
1949,NL,X,109,53,52,55,494,3735,963,172,23,72,478,459,19,14,503,434,3.99,47,8,7,2940,1026,77,364,412,104,100,0.97,0.487012987012987,0,34,0.4362110234305685
1949,AL,X,107,53,44,63,453,3642,937,144,46,30,491,417,43,38,515,455,4.3,39,7,11,2862,953,75,485,351,94,125,0.97,0.4090909090909091,0,81,0.4700854700854701
1949,NL,X,107,53,42,65,415,3649,935,148,37,67,277,401,37,28,541,474,4.5,30,5,11,2849,1040,72,402,380,130,112,0.97,0.3961038961038961,0,65,0.4362110234305685
1949,NL,X,109,54,43,64,438,3828,996,184,24,60,300,391,21,16,539,473,4.34,38,7,4,2942,996,86,448,376,95,105,0.97,0.4025974025974026,0,37,0.4362110234305685
1949,AL,X,107,53,62,45,472,3654,950,135,40,78,420,373,30,28,401,361,3.36,45,7,13,2904,892,57,427,415,72,134,0.98,0.577922077922078,0,58,0.47619047619047616
1949,AL,X,108,54,60,46,525,3681,983,150,35,61,525,351,27,36,458,408,3.77,49,13,8,2925,936,71,439,441,92,121,0.97,0.564935064935065,0,63,0.5714285714285714
1949,NL,X,109,55,51,56,515,3715,968,142,36,102,429,366,30,23,485,408,3.82,47,7,6,2885,929,92,380,361,114,93,0.97,0.474025974025974,0,53,0.4362110234305685
1949,AL,X,108,54,67,39,580,3637,977,150,42,80,511,377,40,20,445,393,3.69,41,8,25,2879,861,68,568,469,95,136,0.97,0.6298701298701299,1,60,0.3409090909090909
1949,AL,X,107,53,56,51,508,3586,931,149,34,57,548,345,25,17,507,449,4.23,59,6,7,2866,951,73,530,343,98,151,0.97,0.525974025974026,0,42,0.4098360655737705
1949,NL,X,107,53,56,51,463,3714,944,162,38,85,369,468,18,14,467,420,3.89,40,8,10,2921,972,72,351,346,110,98,0.97,0.525974025974026,0,32,0.4362110234305685
1949,NL,X,107,53,49,58,476,3649,944,133,28,88,383,387,33,25,532,482,4.57,37,6,10,2847,1016,99,374,389,92,121,0.97,0.461038961038961,0,59,0.4362110234305685
1949,AL,X,108,53,37,70,466,3578,910,149,21,81,441,489,26,26,639,543,5.21,30,2,11,2816,1108,79,479,302,115,107,0.97,0.34415584415584416,0,53,0.5064935064935064
1949,NL,X,109,55,67,40,536,3824,1059,196,37,71,398,337,11,9,431,376,3.44,44,9,13,2954,949,60,354,424,99,104,0.97,0.6233766233766234,0,21,0.4362110234305685
1949,AL,X,107,53,35,72,408,3663,930,144,28,56,415,346,32,23,607,533,5.1,30,6,6,2824,1006,55,545,315,112,117,0.97,0.3246753246753247,0,55,0.4177215189873418
1950,AL,X,107,53,65,42,718,3861,1165,200,42,112,503,407,22,11,562,517,4.88,46,4,19,2860,989,84,523,441,77,126,0.98,0.6103896103896104,0,33,0.3469387755102041
1950,NL,X,108,54,62,45,592,3754,1022,172,32,135,424,442,53,41,506,462,4.28,43,7,14,2916,977,114,413,540,88,128,0.97,0.577922077922078,0,95,0.4362110234305685
1950,NL,X,109,55,58,49,549,3754,987,172,25,103,430,431,49,37,515,445,4.14,61,4,7,2908,987,90,387,430,127,102,0.97,0.538961038961039,0,87,0.4362110234305685
1950,AL,X,109,55,42,65,437,3681,957,120,32,65,385,396,13,15,524,468,4.41,43,4,6,2866,958,74,513,396,94,126,0.97,0.38961038961038963,0,28,0.5365853658536586
1950,NL,X,107,54,44,62,450,3660,908,156,32,112,335,536,32,24,540,456,4.28,38,6,13,2879,1016,91,415,391,138,118,0.96,0.41830065359477125,0,56,0.4362110234305685
1950,NL,X,107,53,46,60,457,3677,956,179,18,69,352,347,25,19,513,455,4.32,46,4,9,2849,954,101,407,480,98,92,0.97,0.43137254901960786,0,45,0.4362110234305685
1950,AL,X,108,53,64,43,564,3684,991,155,32,114,485,436,28,23,457,401,3.75,48,7,11,2893,902,84,452,471,90,105,0.97,0.5974025974025974,0,51,0.4594594594594595
1950,AL,X,109,56,66,41,585,3766,1062,199,35,79,505,336,16,27,499,450,4.12,50,6,14,2954,1010,98,387,403,84,135,0.98,0.6168831168831169,0,43,0.6349206349206349
1950,NL,X,107,53,60,47,514,3666,946,142,35,93,438,440,29,22,450,396,3.71,49,13,10,2887,887,98,375,417,95,126,0.97,0.5584415584415584,0,51,0.4362110234305685
1950,AL,X,108,53,68,39,639,3752,1057,163,49,111,480,324,28,19,483,443,4.15,46,8,21,2881,925,82,495,498,83,131,0.97,0.6363636363636364,1,48,0.4057971014492754
1950,AL,X,107,53,36,71,468,3648,952,142,37,70,479,345,29,17,639,574,5.49,35,2,12,2826,1069,96,510,326,108,145,0.97,0.33766233766233766,0,46,0.373134328358209
1950,NL,X,109,54,63,44,505,3798,1007,157,38,87,374,398,23,17,436,382,3.5,39,9,18,2952,926,85,371,434,105,108,0.97,0.5909090909090909,1,40,0.4362110234305685
1950,NL,X,107,53,39,67,476,3728,982,158,41,96,394,485,30,23,599,527,4.96,29,4,11,2872,1030,106,431,389,95,115,0.97,0.37254901960784315,0,53,0.4362110234305685
1950,AL,X,107,51,40,67,478,3614,888,164,30,74,482,520,27,28,641,552,5.2,39,4,9,2866,1140,90,455,313,137,108,0.96,0.37662337662337664,0,55,0.5063291139240507
1950,NL,X,107,53,54,52,485,3650,947,178,35,71,424,422,16,11,468,418,3.97,39,7,9,2847,978,83,374,422,91,120,0.97,0.5098039215686274,0,28,0.4362110234305685
1950,AL,X,108,54,46,60,482,3675,955,133,37,53,469,424,29,17,569,494,4.66,41,4,12,2864,1035,69,453,340,116,126,0.97,0.43506493506493504,0,46,0.373134328358209
1951,AL,X,107,52,60,46,562,3764,999,163,22,88,529,415,14,14,507,450,4.14,32,4,16,2937,989,70,419,460,96,128,0.97,0.564935064935065,0,28,0.5121951219512195
1951,NL,X,110,54,67,42,598,3844,1057,174,25,128,422,454,62,49,470,429,3.88,44,7,9,2988,951,105,384,485,89,134,0.97,0.6178343949044586,0,111,0.44025157232704404
1951,NL,X,108,54,53,54,506,3705,969,163,25,91,395,431,56,23,463,405,3.75,51,11,8,2916,964,67,416,422,101,109,0.97,0.4935064935064935,0,79,0.2982456140350877
1951,AL,X,108,54,56,51,499,3764,1017,160,44,60,417,366,69,49,450,385,3.5,51,7,9,2977,947,76,384,400,105,123,0.97,0.525974025974026,0,118,0.41420118343195267
1951,NL,X,108,53,43,64,429,3714,928,140,32,72,333,452,44,20,525,467,4.34,33,7,7,2908,991,87,400,380,126,112,0.97,0.4025974025974026,0,64,0.3225806451612903
1951,NL,X,108,53,47,60,391,3699,916,150,23,61,290,403,30,28,466,399,3.7,38,9,16,2919,949,83,343,408,98,98,0.97,0.44155844155844154,0,58,0.47619047619047616
1951,AL,X,108,53,65,42,487,3674,942,145,24,98,424,442,36,24,415,365,3.38,53,7,13,2921,900,60,403,449,93,105,0.97,0.6038961038961039,0,60,0.40229885057471265
1951,AL,X,107,53,51,56,479,3735,989,161,24,72,397,367,25,23,518,461,4.29,35,5,11,2906,969,71,421,417,114,116,0.97,0.474025974025974,0,49,0.4788732394366197
1951,NL,X,109,54,68,41,546,3751,977,140,37,125,469,436,38,23,448,382,3.48,44,6,12,2965,933,103,337,437,118,122,0.97,0.6242038216560509,1,62,0.38202247191011235
1951,AL,X,107,54,68,39,558,3635,976,145,33,98,423,382,54,26,434,378,3.56,46,16,15,2870,902,64,393,464,100,133,0.97,0.6363636363636364,1,81,0.3333333333333333
1951,AL,X,107,55,49,58,515,3693,966,183,30,71,473,395,32,25,521,471,4.47,36,4,15,2851,994,76,398,305,94,142,0.97,0.45454545454545453,0,58,0.43373493975903615
1951,NL,X,107,53,51,56,453,3732,968,139,32,75,353,367,44,19,450,410,3.81,39,13,10,2906,961,77,347,399,96,102,0.97,0.474025974025974,0,63,0.3076923076923077
1951,NL,X,108,54,44,62,482,3722,960,152,39,95,389,430,20,18,591,513,4.79,28,6,15,2898,1035,109,426,406,118,124,0.97,0.4155844155844156,0,39,0.48214285714285715
1951,AL,X,107,53,36,71,427,3653,901,156,32,60,364,485,24,26,617,552,5.18,39,3,6,2877,1067,91,560,385,119,125,0.97,0.33766233766233766,0,51,0.5205479452054794
1951,NL,X,108,55,56,51,478,3721,982,161,39,66,398,344,21,21,469,426,3.95,40,6,16,2912,973,83,397,382,87,130,0.98,0.525974025974026,0,42,0.5
1951,AL,X,107,53,43,64,470,3730,979,169,31,37,392,360,31,25,534,476,4.49,40,4,9,2868,1000,77,441,332,112,103,0.97,0.4025974025974026,0,57,0.4578313253012048
1952,AL,X,107,53,53,54,467,3672,936,163,23,79,379,517,41,32,460,405,3.8,37,4,16,2881,932,74,436,436,100,126,0.97,0.4935064935064935,0,74,0.44339622641509435
1952,NL,X,108,56,67,39,542,3686,965,139,22,107,464,489,62,34,422,384,3.53,31,7,16,2937,906,84,380,541,73,118,0.98,0.6274509803921569,1,97,0.35251798561151076
1952,NL,X,108,53,44,62,398,3654,849,130,21,77,338,497,40,23,455,410,3.78,44,7,9,2931,971,74,367,480,107,100,0.97,0.41830065359477125,0,64,0.3695652173913043
1952,AL,X,109,55,56,51,427,3721,935,139,26,56,378,364,42,26,397,357,3.25,37,10,19,2973,875,60,404,541,86,110,0.98,0.525974025974026,0,69,0.3838383838383838
1952,NL,X,108,53,53,53,439,3730,985,156,31,74,295,498,35,28,441,385,3.58,41,10,10,2910,885,70,373,462,102,86,0.97,0.5,0,62,0.4444444444444444
1952,NL,X,107,53,48,59,430,3663,912,148,31,72,336,496,22,29,461,424,4.01,39,7,8,2862,963,77,361,405,74,101,0.98,0.44805194805194803,0,51,0.5675675675675675
1952,AL,X,108,53,65,42,534,3730,979,147,34,103,438,524,32,26,424,363,3.32,56,13,12,2954,894,65,389,469,108,98,0.97,0.6038961038961039,0,58,0.4588235294117647
1952,AL,X,109,53,35,72,389,3680,894,133,25,72,387,423,18,26,516,458,4.25,35,7,9,2914,975,77,413,491,104,101,0.97,0.3246753246753247,0,45,0.5846153846153846
1952,NL,X,107,53,64,43,505,3660,935,130,39,105,375,470,21,21,447,382,3.59,34,8,21,2879,897,84,376,458,107,122,0.97,0.5974025974025974,0,42,0.5081967213114754
1952,AL,X,107,53,66,41,508,3705,987,154,39,90,396,456,36,29,389,337,3.14,50,14,18,2900,868,65,406,466,88,139,0.97,0.6168831168831169,1,65,0.44680851063829785
1952,AL,X,108,54,55,52,464,3614,913,148,24,62,478,392,36,30,506,446,4.15,51,7,11,2906,981,79,368,393,98,103,0.97,0.512987012987013,0,66,0.45263157894736844
1952,NL,X,107,53,60,46,459,3643,947,165,31,65,378,373,42,28,386,331,3.07,56,11,11,2910,914,66,261,426,105,101,0.97,0.564935064935065,0,70,0.40594059405940597
1952,NL,X,108,53,29,78,360,3635,840,126,21,64,340,506,30,28,555,492,4.65,30,3,5,2862,976,93,430,394,126,116,0.97,0.2727272727272727,0,58,0.4880952380952381
1952,AL,X,108,54,44,62,422,3747,937,157,32,57,378,503,21,23,513,448,4.12,33,4,12,2937,971,77,418,406,108,123,0.97,0.4155844155844156,0,44,0.53125
1952,NL,X,107,53,61,46,473,3639,970,172,37,67,375,335,23,22,441,387,3.66,34,8,18,2858,891,83,350,498,98,111,0.97,0.5714285714285714,0,45,0.49230769230769234
1952,AL,X,109,54,54,53,418,3749,897,157,30,35,406,424,33,25,425,374,3.37,52,7,10,3000,983,54,403,401,91,106,0.97,0.5064935064935064,0,59,0.43529411764705883
1953,AL,X,107,53,58,48,459,3672,969,178,25,70,347,420,23,30,442,382,3.58,28,10,25,2883,933,64,408,449,102,121,0.97,0.5490196078431373,0,53,0.5769230769230769
1953,NL,X,108,54,73,34,668,3761,1070,191,41,145,458,480,62,32,482,440,4.1,35,7,20,2898,935,118,356,571,82,112,0.98,0.6818181818181818,1,95,0.34306569343065696
1953,AL,X,109,54,62,45,501,3648,941,158,37,51,420,371,51,38,414,372,3.41,39,11,23,2946,909,79,408,499,87,100,0.98,0.577922077922078,0,89,0.4296875
1953,NL,X,108,53,45,62,443,3690,960,142,39,95,359,522,34,14,584,506,4.79,26,2,15,2853,1043,105,387,436,135,98,0.96,0.42207792207792205,0,49,0.3
1953,NL,X,108,54,47,60,499,3740,977,133,23,116,339,490,17,14,551,492,4.64,32,4,10,2866,1038,125,341,354,90,123,0.97,0.44155844155844154,0,31,0.4444444444444444
1953,AL,X,108,54,64,43,539,3699,998,140,20,112,426,478,23,20,438,388,3.64,56,7,10,2883,917,64,363,410,88,137,0.97,0.5974025974025974,0,43,0.46774193548387094
1953,AL,X,110,55,42,65,486,3887,1035,181,30,75,354,422,21,24,646,577,5.25,35,1,11,2971,1143,107,409,451,91,104,0.97,0.38961038961038963,0,45,0.5384615384615384
1953,NL,X,109,55,64,43,516,3744,995,158,36,109,307,445,32,18,412,356,3.3,50,9,10,2912,897,74,377,516,100,118,0.97,0.5974025974025974,0,50,0.3698630136986301
1953,NL,X,108,53,49,58,537,3753,1016,136,31,123,349,425,21,14,522,451,4.25,32,7,14,2866,982,102,427,452,105,105,0.97,0.45454545454545453,0,36,0.40384615384615385
1953,AL,X,105,53,69,36,560,3635,993,158,36,97,459,450,23,30,382,338,3.2,35,12,27,2851,900,65,350,422,88,127,0.97,0.6556291390728477,1,54,0.5641025641025641
1953,AL,X,109,54,41,66,442,3818,978,143,26,81,348,421,28,16,559,511,4.67,35,4,7,2958,1032,84,415,396,95,112,0.97,0.38311688311688313,0,45,0.36923076923076925
1953,NL,X,109,54,58,49,501,3702,979,159,43,80,371,417,29,14,466,404,3.8,53,9,10,2874,986,96,287,445,102,112,0.97,0.538961038961039,0,43,0.3333333333333333
1953,NL,X,107,53,35,72,435,3677,907,124,34,69,366,500,28,27,620,551,5.22,34,2,7,2851,1070,117,403,424,114,97,0.97,0.3246753246753247,0,56,0.4875
1953,AL,X,107,53,37,70,388,3684,916,149,17,78,354,450,11,23,544,481,4.48,19,7,16,2904,1026,70,438,447,106,115,0.97,0.35064935064935066,0,35,0.6666666666666666
1953,NL,X,109,54,58,49,537,3777,1031,196,39,98,401,431,12,15,499,455,4.23,35,7,25,2910,984,97,373,512,96,112,0.97,0.538961038961039,0,28,0.55
1953,AL,X,106,52,53,53,480,3604,947,161,37,48,417,422,45,25,429,382,3.66,53,11,7,2822,919,78,334,360,84,121,0.97,0.5,0,70,0.3564356435643564
1954,AL,X,107,53,37,70,338,3644,916,136,34,36,327,443,21,21,467,414,3.88,40,4,5,2883,895,54,481,467,102,106,0.97,0.35064935064935066,0,42,0.5081967213114754
1954,AL,X,109,55,48,59,489,3779,1005,170,28,86,457,461,35,21,509,440,4.01,28,7,15,2965,1003,82,428,494,123,114,0.97,0.44805194805194803,0,56,0.37037037037037035
1954,NL,X,107,53,64,43,544,3675,992,172,39,130,443,437,32,26,518,466,4.31,27,5,25,2925,979,114,373,533,90,96,0.97,0.5974025974025974,0,58,0.4588235294117647
1954,AL,X,108,54,65,42,497,3617,967,142,32,65,422,375,68,40,364,328,3.05,42,16,23,2904,878,65,361,490,75,104,0.98,0.6103896103896104,0,109,0.3717948717948718
1954,NL,X,107,53,44,62,489,3751,988,160,31,111,334,485,32,21,536,482,4.51,28,4,13,2885,962,91,433,435,107,114,0.97,0.4155844155844156,0,53,0.4025974025974026
1954,NL,X,107,53,51,56,510,3663,958,154,32,102,389,451,32,21,534,478,4.5,23,5,18,2870,1043,118,382,375,95,135,0.97,0.4805194805194805,0,53,0.38961038961038963
1954,AL,X,109,53,77,30,522,3655,957,131,27,109,445,467,21,23,352,306,2.78,53,8,25,2979,854,62,340,474,89,103,0.97,0.7207792207792207,1,44,0.5238095238095238
1954,AL,X,108,53,47,60,408,3663,945,150,28,62,344,422,33,30,464,409,3.81,40,9,9,2904,962,96,354,422,88,91,0.97,0.44155844155844154,0,64,0.4782608695652174
1954,NL,X,107,53,62,45,468,3682,976,151,28,97,329,433,37,21,389,345,3.19,44,9,14,2927,907,74,387,488,81,119,0.98,0.577922077922078,0,59,0.36470588235294116
1954,NL,X,107,53,67,39,512,3671,970,135,29,130,365,392,21,16,385,333,3.09,31,13,23,2919,880,79,429,484,107,120,0.97,0.6298701298701299,1,37,0.4339622641509434
1954,AL,X,108,54,72,35,563,3658,979,150,41,93,454,442,23,28,394,350,3.26,35,11,25,2895,898,60,386,458,88,138,0.97,0.6688311688311688,0,52,0.5466666666666666
1954,AL,X,109,53,35,72,379,3644,859,133,28,65,352,473,21,20,612,552,5.18,34,2,9,2879,1066,98,479,388,116,114,0.97,0.33116883116883117,0,41,0.4915254237288136
1954,NL,X,107,54,52,55,461,3628,968,170,40,71,422,434,21,18,429,380,3.59,54,9,8,2866,930,93,315,399,101,93,0.97,0.487012987012987,0,39,0.47368421052631576
1954,NL,X,107,53,37,70,389,3561,882,126,39,53,396,515,14,9,591,515,4.92,25,2,10,2826,1057,89,394,367,121,95,0.97,0.34415584415584416,0,23,0.38235294117647056
1954,NL,X,107,53,50,57,559,3783,1062,199,40,83,407,410,44,32,553,486,4.5,28,7,12,2919,1038,118,374,475,102,124,0.97,0.4675324675324675,0,76,0.42201834862385323
1954,AL,X,108,54,46,61,442,3674,904,131,48,56,427,503,25,14,475,413,3.84,48,7,4,2904,977,55,401,393,95,120,0.97,0.42857142857142855,0,39,0.3620689655172414
1955,AL,X,109,55,39,67,378,3679,884,123,27,37,392,519,23,31,527,454,4.21,24,7,14,2914,982,72,437,416,113,111,0.97,0.37012987012987014,0,55,0.575
1955,AL,X,107,54,58,49,528,3691,974,168,27,95,494,513,30,11,456,400,3.72,30,6,23,2906,933,89,407,471,95,98,0.97,0.5454545454545454,0,42,0.2833333333333333
1955,NL,X,107,53,68,38,599,3635,984,161,30,140,471,502,55,38,454,394,3.68,32,7,25,2893,907,117,338,541,93,109,0.97,0.6405228758169934,1,93,0.4148148148148148
